movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,movie_facebook_likes,imdb_score
The Lord of the Rings: The Two Towers ,294,172,0,16000,1100446,23052,2417,94000000,5000,10000,8.7
The Lords of Salem ,234,101,0,1000,20376,5158,166,2500000,725,15000,5.1
The Losers ,213,97,41,11000,74691,12841,165,25000000,673,0,6.4
The Loss of Sexual Innocence ,31,106,81,2000,2877,4343,70,4000000,811,111,5.4
The Lost City ,52,144,0,786,8369,1674,165,9600000,228,957,6.7
The Lost Skeleton of Cadavra ,88,90,56,126,4117,284,118,40000,76,0,7.0
The Lost Weekend ,97,101,0,287,24959,581,136,1250000,160,0,8.0
The Lost World: Jurassic Park ,177,129,14000,610,278362,1635,552,73000000,506,0,6.5
The Love Guru ,150,87,12,3000,43300,6658,250,62000000,966,0,3.8
The Lovely Bones ,308,135,0,873,125114,2369,593,65000000,559,16000,6.7
The Lovely Bones ,308,135,0,873,125109,2370,593,65000000,560,16000,6.7
The Lucky One ,170,101,96,713,76882,1852,106,25000000,220,29000,6.5
The Lucky Ones ,57,115,168,697,11704,2243,36,15000000,329,702,7.0
The Lunchbox ,195,104,25,638,30479,822,162,1000000,85,16000,7.8
The Machinist ,204,94,122,23000,281649,24994,458,5000000,1000,21000,7.7
The Magic Flute ,38,135,0,5,926,24,19,27000000,4,359,6.6
The Magic Sword: Quest for Camelot ,34,86,7,10000,11156,14275,67,40000000,908,0,6.2
The Maid's Room ,8,98,5,587,719,1707,9,600000,448,128,4.5
The Majestic ,128,152,0,940,45031,4310,376,72000000,826,0,6.9
The Man ,72,83,10,688,21933,1019,76,33000000,99,676,5.5
The Man from Earth ,66,87,29,505,129799,1181,638,200000,323,46000,8.0
The Man from Snowy River ,18,102,18,492,5894,854,56,3500000,155,0,7.3
The Man from U.N.C.L.E. ,362,116,0,15000,175960,15735,360,75000000,509,43000,7.3
The Man in the Iron Mask ,83,132,130,29000,125219,29265,244,35000000,130,0,6.4
The Man Who Knew Too Little ,34,94,36,13000,23928,15183,100,20000000,828,0,6.6
The Man Who Shot Liberty Valance ,107,113,673,756,53741,2693,214,3200000,423,0,8.1
The Man with the Golden Gun ,118,125,82,16000,73950,17611,258,13000000,387,2000,6.8
The Man with the Iron Fists ,208,107,561,746,53471,2377,224,15000000,561,29000,5.4
The Manchurian Candidate ,209,129,438,18000,86422,20056,363,80000000,1000,0,6.6
The Marine ,78,92,8,472,27486,1045,284,20000000,239,0,4.7
The Marine 4: Moving Target ,23,90,58,405,2032,1204,15,1950000,217,620,5.2
The Martian ,568,151,0,13000,472488,14831,1023,108000000,801,153000,8.1
The Mask ,57,114,55,789,265818,2085,213,18000000,424,0,6.9
The Mask of Zorro ,156,136,258,12000,135404,12396,318,65000000,174,0,6.7
The Masked Saint ,9,105,28,426,342,1043,15,3500000,294,0,4.7
The Master ,546,144,0,378,105144,427,405,32000000,18,27000,7.1
The Master of Disguise ,56,80,11,911,18254,3058,307,16000000,521,1000,3.3
The Matador ,191,96,47,3000,40514,4053,234,10000000,497,808,6.8
The Matrix ,313,136,0,18000,1217752,18563,3646,63000000,145,25000,8.7
The Matrix Reloaded ,275,138,0,234,421818,534,2789,150000000,198,0,7.2
The Matrix Revolutions ,245,129,0,309,364948,1062,2121,150000000,269,0,6.7
The Maze Runner ,297,113,47,988,310903,1783,524,34000000,149,38000,6.8
The Mechanic ,252,93,165,26000,117999,27834,181,40000000,956,16000,6.6
The Medallion ,98,108,4,687,29861,1134,132,41000000,312,505,5.2
The Men Who Stare at Goats ,271,94,293,18000,109620,32474,268,25000000,12000,15000,6.2
The Merchant of Venice ,117,131,53,14000,29715,16252,161,18000000,871,0,7.1
The Messenger ,217,105,38,12000,29608,14462,92,6500000,712,0,7.2
The Messenger: The Story of Joan of Arc ,111,158,0,51,55889,144,390,390000000,40,0,6.4
The Mexican ,125,123,563,24000,87351,43917,344,34000000,11000,2000,6.1
The Midnight Meat Train ,177,103,129,14000,47574,18639,209,15000000,1000,0,6.1
The Mighty Ducks ,22,100,65,633,44502,3362,46,10000000,613,0,6.4
The Mighty Macs ,34,99,2,1000,1119,2589,12,7000000,690,797,6.5
The Mirror Has Two Faces ,27,122,0,12000,11453,13716,71,42000000,592,0,6.5
The Misfits ,70,120,1000,862,12981,1652,121,4000000,403,0,7.4
The Missing Person ,66,95,8,529,1268,2749,23,1500000,423,195,6.2
The Mist ,330,126,0,2000,220475,5371,1066,18000000,850,20000,7.2
The Molly Maguires ,13,124,58,338,2603,800,36,11000000,275,608,6.9
The Monuments Men ,371,118,0,13000,102248,27674,403,70000000,13000,34000,6.1
The Mortal Instruments: City of Bones ,212,130,91,5000,107028,10247,457,60000000,2000,44000,6.0
The Mothman Prophecies ,166,119,89,650,63677,1651,460,32000000,537,0,6.5
The Mudge Boy ,17,94,3,262,3480,991,30,800000,262,396,7.2
The Mummy Returns ,202,130,208,12000,248045,15972,890,98000000,3000,0,6.3
The Mummy: Tomb of the Dragon Emperor ,264,112,357,5000,117927,9131,501,145000000,3000,0,5.2
The Muppet Christmas Carol ,75,89,53,227,33850,534,147,12000000,94,0,7.7
The Muppets ,398,103,33,970,75176,1336,252,45000000,91,26000,7.1
The Muse ,97,97,745,12000,9294,15209,140,15000000,821,251,5.6
The Musketeer ,107,104,0,964,12856,2888,291,40000000,931,299,4.7
The Naked Gun 2½: The Smell of Fear ,43,85,119,3000,83269,3847,87,23000000,348,0,6.8
The Names of Love ,87,100,3,74,6304,143,21,4600000,52,0,7.2
The Nativity Story ,122,101,308,446,8143,966,203,30000000,224,0,6.8
The Negotiator ,68,140,473,18000,107227,20152,279,50000000,822,3000,7.3
The Neon Demon ,253,118,0,18000,9866,19879,73,7000000,860,0,7.0
The Net ,53,114,34,649,48909,1725,166,22000000,327,0,5.8
The NeverEnding Story ,99,94,249,523,99557,1560,284,27000000,312,21000,7.4
The New Guy ,49,92,13,11000,28805,12687,159,13000000,489,1000,5.9
The New World ,222,150,0,23000,70771,27829,671,30000000,909,0,6.7
The Newton Boys ,63,123,0,11000,8309,11969,39,27000000,597,315,6.0
The Next Best Thing ,86,99,154,774,9361,2498,162,25000000,692,378,4.7
The Next Three Days ,239,133,549,10000,146364,11799,237,35000000,796,27000,7.4
The Night Listener ,125,81,5,49000,13086,50831,156,4000000,780,576,5.9
The Ninth Gate ,172,133,2000,40000,137722,42344,638,38000000,903,0,6.7
The Notebook ,177,123,415,33000,396396,34495,1111,29000000,638,57000,7.9
The November Man ,172,108,79,775,50056,3033,152,15000000,614,0,6.3
The Number 23 ,224,98,541,8000,164608,10938,383,32000000,912,10000,6.4
The Nun's Story ,25,149,160,157,7071,646,83,3500000,139,930,7.6
The Nut Job ,121,85,7,14000,19547,18795,64,42000000,3000,0,5.8
The Nutcracker ,10,92,22,2,1153,2,15,19000000,0,238,5.7
The Nutcracker in 3D ,47,110,96,887,2508,2728,24,90000000,886,788,4.4
The Nutty Professor ,57,95,293,851,86556,3155,99,54000000,773,960,5.6
The Object of My Affection ,65,111,13,818,15582,1450,132,15000000,511,849,6.0
The Odd Life of Timothy Green ,169,105,54,3000,37398,9069,110,25000000,2000,11000,6.6
The Oh in Ohio ,50,88,0,740,5494,1665,56,5000000,625,255,5.6
The Omega Code ,39,100,0,488,4682,2428,206,7500000,488,129,3.5
The Omen ,154,107,503,264,80958,673,310,2800000,139,7000,7.6
The Omen ,154,107,503,264,80961,673,310,2800000,139,7000,7.6
The One ,98,85,70,26000,77684,32831,294,49000000,5000,0,5.9
The Oogieloves in the Big Balloon Adventure ,28,88,12,979,14015,1978,83,20000000,532,831,6.7
The Open Road ,23,91,7,12000,2941,16118,11,10000000,3000,370,5.5
The Opposite Sex ,1,97,246,756,557,3717,3,3300000,521,0,4.5
The Order ,112,102,241,13000,14962,14165,204,38000000,891,704,5.1
The Original Kings of Comedy ,53,115,0,1000,4687,1964,83,3000000,436,290,6.6
The Orphanage ,300,105,171,382,120189,954,308,3400000,273,11000,7.5
The Other Boleyn Girl ,169,115,56,20000,84357,77823,252,35000000,19000,0,6.7
The Other Dream Team ,26,89,6,14,3086,44,9,500000,9,0,8.4
The Other End of the Line ,22,106,8,611,4820,1739,26,14000000,397,0,6.2
The Other Guys ,265,116,285,12000,189806,20233,316,100000000,8000,16000,6.7
The Other Side of Heaven ,27,113,7,11000,3203,11116,85,7000000,43,650,6.5
The Other Woman ,191,109,415,982,104481,2357,189,40000000,971,16000,6.0
The Others ,239,101,448,482,268581,956,1109,17000000,203,20000,7.6
The Out-of-Towners ,62,90,39,607,10446,1335,105,40000000,322,279,5.3
The Outrageous Sophie Tucker ,9,96,3,387,38,1235,3,500000,244,16,7.2
The Outsiders ,60,114,0,10000,57363,12097,308,10000000,919,10000,7.2
The Oxford Murders ,71,104,275,439,22753,940,94,10000000,161,0,6.1
The Pacifier ,125,95,163,14000,66308,16884,225,56000000,799,0,5.5
The Painted Veil ,143,125,43,2000,77656,2608,220,19400000,594,0,7.5
The Pallbearer ,18,98,198,1000,6124,3502,55,8000000,975,125,4.9
The Passion of the Christ ,406,120,0,260,179235,705,2814,30000000,252,13000,7.1
The Past is a Grotesque Animal ,5,77,0,45,80,45,1,100000,0,82,7.6
The Patriot ,192,142,776,13000,207613,19454,1144,110000000,2000,4000,7.1
The Peacemaker ,93,124,75,294,46451,1289,156,50000000,273,0,5.9
The Peanuts Movie ,208,88,20,144,27918,309,155,99000000,42,33000,7.2
The Pelican Brief ,43,141,79,18000,59569,30063,89,45000000,8000,0,6.5
The Perez Family ,15,113,300,1000,1761,3072,19,11000000,979,174,6.2
The Perfect Game ,41,118,50,968,2676,4270,33,12500000,844,0,7.0
The Perfect Host ,112,93,11,443,20176,1452,73,500000,298,0,6.8
The Perfect Man ,65,100,15,1000,23527,4789,104,25000000,962,767,5.5
The Perfect Match ,12,96,23,927,1180,3552,9,5000000,509,740,4.5
The Perfect Storm ,231,130,249,784,133076,2684,779,140000000,638,0,6.4
The Perfect Wave ,3,94,103,544,724,1150,15,4000000,476,365,4.7
The Perks of Being a Wallflower ,364,102,139,8000,351274,13631,457,13000000,3000,131000,8.0
The Pet ,6,94,6,92,425,109,24,1000000,17,91,3.9
The Phantom ,60,100,23,1000,27648,3855,148,45000000,642,0,4.9
The Phantom of the Opera ,153,143,541,18000,96654,20660,2047,70000000,893,0,7.4
The Pianist ,193,150,2000,396,497946,1075,761,35000000,338,21000,8.5
The Piano ,83,121,319,1000,63931,1051,241,7000000,18,0,7.6
The Pink Panther ,147,93,189,1000,65499,1267,424,65000000,177,0,5.6
The Pirate ,41,102,136,89,3258,282,54,3700000,78,359,7.1
The Pirates Who Don't Do Anything: A VeggieTales Movie ,37,85,12,354,2037,568,22,15000000,173,175,5.7
The Pirates! Band of Misfits ,238,88,91,4000,36877,6254,101,55000000,796,0,6.7
The Place Beyond the Pines ,417,140,310,33000,187170,34413,376,15000000,748,47000,7.3
The Players Club ,22,104,0,1000,4345,2868,26,4500000,597,575,5.6
The Pledge ,150,124,0,723,42621,793,531,45000000,44,0,6.8
The Polar Express ,188,100,0,15000,120798,16264,444,165000000,726,10000,6.6
The Possession ,264,92,30,941,47169,2348,162,14000000,459,17000,5.9
The Possession ,264,92,30,941,47169,2348,162,14000000,459,17000,5.9
The Postman ,79,177,0,766,56403,4346,376,80000000,674,0,6.0
The Postman Always Rings Twice ,34,122,30,1000,16764,1456,48,12000000,230,1000,6.6
The Prestige ,341,130,22000,23000,844052,63986,1100,40000000,20000,49000,8.5
The Prince ,46,93,32,13000,13133,16735,101,18000000,1000,0,4.6
The Prince of Egypt ,120,99,59,770,91093,1195,353,70000000,263,0,7.0
The Prince of Tides ,30,132,0,769,12549,1936,109,30000000,713,883,6.6
The Princess and the Cobbler ,10,80,18,742,2541,1088,47,28000000,83,408,7.2
The Princess and the Frog ,228,97,63,852,89351,2480,214,105000000,578,5000,7.1
The Princess Bride ,185,98,0,18000,294163,20060,718,16000000,636,33000,8.1
The Princess Diaries ,108,111,0,11000,94049,13645,301,37000000,995,0,6.2
The Princess Diaries 2: Royal Engagement ,77,113,0,11000,53687,15362,152,40000000,1000,1000,5.7
The Producers ,168,134,38,11000,35140,24351,409,45000000,8000,0,6.4
The Promise ,90,103,45,489,8215,949,132,60000000,181,445,5.6
The Prophecy ,56,98,10,10000,24438,13433,194,8000000,1000,0,6.6
The Proposal ,224,108,98,16000,227824,18656,273,40000000,896,10000,6.7
The Proposition ,168,104,214,1000,43205,2129,232,2000000,509,0,7.4
The Protector ,112,111,64,778,30210,2205,214,200000000,635,0,7.1
The Puffy Chair ,51,85,157,830,4067,1064,71,15000,224,297,6.6
The Punisher ,192,140,36,669,124242,2114,622,33000000,403,4000,6.5
The Purge ,361,85,65,942,139329,3708,578,3000000,810,31000,5.7
The Purge: Anarchy ,285,103,65,2000,92364,6807,244,9000000,971,15000,6.5
The Purge: Election Year ,165,109,65,798,17596,2480,94,10000000,465,0,6.1
The Pursuit of D.B. Cooper ,2,100,55,3000,763,4277,10,12000000,642,135,5.7
The Pursuit of Happyness ,201,117,125,10000,338383,11036,611,55000000,617,32000,8.0
The Queen ,280,94,350,326,85333,486,421,9800000,48,0,7.3
The Quick and the Dead ,63,107,0,29000,69197,29743,216,32000000,165,0,6.4
The Quiet ,65,91,91,982,13485,3299,90,900000,796,698,6.4
The Quiet American ,149,101,176,3000,24019,3431,199,30000000,268,983,7.1
The R.M. ,3,101,0,69,651,155,34,500000,34,44,6.0
The Rage: Carrie 2 ,85,104,52,711,13065,3162,253,21000000,490,897,4.6
The Raid: Redemption ,481,102,338,1000,148221,1445,316,1100000,342,51000,7.6
The Railway Man ,186,116,6,25000,27882,39463,119,18000000,14000,18000,7.1
The Rainmaker ,91,135,0,13000,46221,16762,141,40000000,936,0,7.1
The Raven ,265,110,160,771,72886,2356,190,26000000,570,35000,6.4
The Reader ,299,124,335,14000,189812,14504,370,32000000,388,15000,7.6
The Real Cancun ,52,96,2,960,3611,972,62,8000000,12,131,2.7
The Reaping ,190,99,81,327,37412,960,178,40000000,253,0,5.7
The Red Violin ,94,130,63,24,26832,29,247,10000000,3,0,7.7
The Relic ,95,110,0,510,19176,1976,165,40000000,344,956,5.7
The Remains of the Day ,58,134,133,12000,45703,12749,156,11500000,310,0,7.9
The Replacement Killers ,105,96,845,978,23345,3072,167,30000000,968,629,6.1
The Replacements ,118,118,41,18000,48322,24024,261,50000000,4000,0,6.5
The Return of the Living Dead ,203,108,228,431,39856,2020,300,4000000,426,0,7.3
The Return of the Living Dead ,203,108,228,431,39857,2020,300,4000000,426,0,7.3
The Return of the Pink Panther ,33,113,688,462,19596,971,73,5000000,278,620,7.1
The Revenant ,556,156,0,29000,406020,57108,1188,135000000,27000,190000,8.1
The Right Stuff ,80,193,133,2000,45271,6341,170,27000000,826,0,7.9
The Rise of the Krays ,10,110,0,490,1510,881,26,2500000,159,0,5.0
The Rite ,267,114,101,12000,75864,19904,197,37000000,3000,23000,6.0
The River Wild ,42,111,161,11000,32544,12161,69,45000000,894,0,6.3
The Road ,355,111,214,10000,177401,23566,504,25000000,9000,32000,7.3
The Road to El Dorado ,82,89,10,2000,58300,3372,139,95000000,919,0,6.9
The Robe ,42,135,28,726,6359,1920,69,5000000,422,0,6.8
The Rock ,122,136,0,12000,259492,15999,415,75000000,2000,51000,7.4
The Rocker ,132,102,11,15000,32311,33153,104,15000000,14000,0,6.2
The Rocket: The Legend of Rocket Richard ,20,124,2,413,4412,733,31,8000000,265,520,7.7
The Rookie ,92,127,102,2000,26434,6657,174,20000000,1000,0,7.0
The Roommate ,138,91,26,3000,29147,5349,115,16000000,1000,0,4.8
The Rose ,32,125,43,563,6142,1097,52,8500000,236,1000,6.9
The Royal Tenenbaums ,220,110,0,13000,209133,14609,962,21000000,1000,0,7.6
The Rugrats Movie ,45,83,5,971,14005,3438,67,24000000,503,418,5.9
The Ruins ,233,93,27,960,60062,1749,351,8000000,664,0,5.9
The Rules of Attraction ,143,110,675,16000,44339,19928,425,4000000,977,0,6.7
The Runaways ,259,106,50,17000,39260,21711,129,10000000,908,0,6.6
The Rundown ,151,104,532,12000,82731,16930,255,85000000,3000,0,6.7
The Running Man ,120,101,343,581,112669,2373,226,27000000,571,0,6.6
The Saint ,64,116,176,192,52136,475,184,68000000,117,0,6.2
The Salon ,14,90,7,890,444,3138,5,1500000,597,68,4.3
The Salton Sea ,79,103,154,1000,26730,4094,180,18000000,783,2000,7.2
The Santa Clause ,64,97,11,901,64742,2790,111,22000000,775,0,6.4
The Santa Clause 2 ,80,104,54,901,34561,5265,116,60000000,857,1000,5.5
The Scarlet Letter ,34,135,596,10000,12037,15820,90,50000000,3000,943,5.1
The Scorch Trials ,249,132,47,988,138246,2517,360,61000000,960,24000,6.4
The Score ,141,124,0,22000,101899,32871,445,68000000,10000,0,6.8
The Scorpion King ,167,100,55,12000,102129,14611,432,60000000,1000,0,5.5
The Sea Inside ,157,125,448,273,64556,529,140,10000000,114,0,8.1
The Second Best Exotic Marigold Hotel ,158,122,108,220,22369,583,100,10000000,186,21000,6.6
The Second Mother ,111,112,9,61,7025,76,26,4000000,9,0,7.9
The Secret in Their Eyes ,262,129,195,827,131831,1044,231,2000000,88,33000,8.2
The Secret Life of Bees ,109,110,107,664,19440,3376,56,11000000,551,0,7.3
The Secret Life of Pets ,165,87,11,1000,24407,4782,155,75000000,904,36000,6.8
The Secret Life of Walter Mitty ,362,114,0,3000,236421,5095,515,90000000,806,70000,7.3
The Secret of Kells ,118,75,45,61,22811,75,71,6500000,5,11000,7.7
The Sentinel ,161,107,69,310,42144,1352,213,60000000,219,690,6.1
The Sessions ,337,95,20,422,36381,1899,126,1000000,374,11000,7.2
The Shadow ,70,93,85,924,18723,2711,146,25000000,595,0,6.0
The Shaggy Dog ,76,98,48,21000,14888,24664,83,50000000,936,747,4.4
The Shallows ,186,86,174,619,12983,971,139,17000000,350,0,6.8
The Shawshank Redemption ,199,142,0,11000,1689764,13495,4144,25000000,745,108000,9.3
The Shining ,253,146,0,888,610333,2560,1320,19000000,629,37000,8.4
The Shipping News ,119,111,529,18000,28542,19805,208,35000000,826,0,6.8
The Siege ,120,116,380,18000,58023,32563,281,70000000,13000,0,6.3
The Signal ,161,97,18,852,48236,1922,180,4000000,680,10000,6.1
The Silence of the Lambs ,185,138,438,12000,887467,13184,916,19000000,826,40000,8.6
The Simpsons Movie ,299,87,30,745,259083,3086,763,75000000,440,0,7.4
The Singing Detective ,66,109,200,21000,7116,41645,79,8000000,18000,494,5.6
The Singles Ward ,5,102,0,69,1099,161,53,500000,24,43,6.4
The Sisterhood of Night ,23,104,0,601,1354,1581,17,1000000,524,523,6.3
The Sisterhood of the Traveling Pants ,88,119,42,2000,44838,6862,223,25000000,953,0,6.6
The Sixth Sense ,234,107,0,13000,704766,17540,2073,40000000,3000,14000,8.1
The Skeleton Key ,193,104,34,545,87447,1274,371,43000000,351,0,6.5
The Skulls ,102,106,357,23000,26846,26652,193,15000000,1000,0,5.6
The Slaughter Rule ,17,112,12,33000,2004,35294,32,500000,1000,183,6.1
The Sleepwalker ,16,91,2,321,512,622,2,1100000,287,234,4.9
The Smurfs ,172,103,67,383,66593,692,153,110000000,113,31000,5.5
The Smurfs 2 ,125,105,67,681,27257,914,59,105000000,71,0,5.4
The Social Network ,556,120,21000,10000,479453,10555,696,40000000,349,74000,7.7
The Soloist ,210,117,456,21000,44099,23745,143,60000000,939,0,6.7
The Son of No One ,62,90,68,17000,14280,32814,41,15000000,14000,0,5.1
The Sorcerer's Apprentice ,235,109,226,12000,124185,13388,238,150000000,418,11000,6.1
The Sound of Music ,119,174,338,354,148172,1495,406,8200000,209,15000,8.0
The Spanish Prisoner ,97,110,342,623,18697,1722,263,10000000,508,578,7.3
The Specialist ,38,110,49,13000,50148,13331,116,45000000,279,0,5.4
The Specials ,29,82,82,2000,1938,3905,54,1000000,571,210,6.0
The Spectacular Now ,220,95,53,8000,105591,10040,178,2500000,1000,10000,7.1
The Spiderwick Chronicles ,198,107,70,770,68935,1614,125,90000000,419,0,6.6
The Spirit ,223,103,436,19000,53864,20881,290,60000000,961,2000,4.8
The SpongeBob Movie: Sponge Out of Water ,147,92,5,870,34359,5217,133,74000000,861,16000,6.0
The SpongeBob SquarePants Movie ,89,87,47,19000,58906,20097,186,30000000,542,0,7.0
The Spy Next Door ,97,94,32,1000,29971,3436,71,28000000,626,0,5.4
The Spy Who Loved Me ,112,123,43,456,76477,1326,275,14000000,244,0,7.1
The Square ,68,108,63,161,6678,176,42,1500000,10,0,8.1
The Squid and the Whale ,110,88,387,436,60295,479,232,1500000,25,0,7.4
The Statement ,54,120,278,844,4257,3286,52,23000000,766,188,6.2
The Station Agent ,154,89,310,22000,58260,24419,286,500000,833,0,7.7
The Stepford Wives ,169,93,0,11000,49739,13748,407,90000000,2000,0,5.2
The Stewardesses ,21,93,0,12,161,24,5,100000,12,17,4.0
